tid,name,usage_count,follower_count,canonical_term,match_type,confidence,final_disposition,canonical_tid
79993,Coronavirus Pandemic; COVID-19; Substance Abuse,1,6,COVID-19 Pandemic,semicolon_first_term_keyword,medium,merge_to_canonical,78756.0
79996,Coronavirus Pandemic; COVID-19; LGBTQIA; Pride Month,2,62,COVID-19 Pandemic,semicolon_first_term_keyword,medium,merge_to_canonical,78756.0
79997,Coronavirus Pandemic; COVID-19; Student Advisory,1,19,COVID-19 Pandemic,semicolon_first_term_keyword,medium,merge_to_canonical,78756.0
79999,police reforms,1,63,First Responders,keyword_match,medium,merge_to_canonical,8930.0
80001,Protests,5,54,,,,delete,
80002,CCRB,1,7,,,,delete,
80003,Emergency Relief Rent Act,2,32,Tenant Rights,keyword_match,medium,merge_to_canonical,61615.0
80009,school graduation,2,6,Education,keyword_match,medium,merge_to_canonical,7001.0
8001,Transparency,44,354,Ethics,keyword_match,medium,merge_to_canonical,7051.0
80010,summer day camps,1,4,,,,delete,
80017,Belmont Stakes,2,2,,,,delete,
80018,Beach 116th Street,1,1,,,,delete,
80020,#DefundPolice,1,479,Criminal Justice Reform,keyword_match,medium,merge_to_canonical,8546.0
80028,STAT Act,1,12,,,,delete,
80031,Civil Rights Law,1,47,Civil Rights,keyword_match,medium,merge_to_canonical,6831.0
80033,Police; Police Transparency; Police Accountability; Police Brutality,0,45,First Responders,semicolon_first_term_seed,high,merge_to_canonical,8930.0
80035,Repeal of 50-A,2,52,Criminal Justice Reform,keyword_match,medium,merge_to_canonical,8546.0
80037,Colchester,1,1,,,,delete,
8006,Lobbying,9,179,,,,delete,
80063,policing reforms,2,44,,,,delete,
80064,graduations,5,8,,,,delete,
80065,Domestic Violence Hotline,2,19,Domestic Violence,keyword_match,medium,merge_to_canonical,6971.0
80066,reopening,10,84,,,,delete,
80067,emergency rent relief act,4,47,Tenant Rights,keyword_match,medium,merge_to_canonical,61615.0
80068,Cardiovascular Diagnostics,7,10,,,,delete,
80073,housing rights,5,48,Housing,keyword_match,medium,merge_to_canonical,7201.0
80074,reopening nyc,2,22,,,,delete,
80075,COVID-19; Coronavirus; Substance Abuse; Substance Treatment,4,7,COVID-19 Pandemic,semicolon_first_term_seed,high,merge_to_canonical,78756.0
80076,Walking While Trans,7,17,,,,delete,
80078,Summer Camps,5,20,,,,delete,
80081,Justice System Reform,2,43,,,,delete,
80082,Health Data,1,16,Health Care,keyword_match,medium,merge_to_canonical,7166.0
80084,Senator John Flanagan,1,2,,,,delete,
80085,Small Business Recovery Advisory Group,0,8,Small Business,keyword_match,medium,merge_to_canonical,7561.0
80086,Early Voting; LGBTQ Rights; COVID-19; HEAP; Health Insurance; PPE,1,31,Voting Rights,semicolon_first_term_keyword,medium,merge_to_canonical,9001.0
80087,COVID-19; Coronavirus; Testing Sites,0,6,COVID-19 Pandemic,semicolon_first_term_seed,high,merge_to_canonical,78756.0
80089,COVID-19; Coronavirus; PPE; Organ Donation,1,13,COVID-19 Pandemic,semicolon_first_term_seed,high,merge_to_canonical,78756.0
80090,manhattan community board 3,1,2,,,,delete,
80091,Honorinmg Women,1,6,,,,delete,
80092,Honoring Women's Contributions,3,14,,,,delete,
80093,phase three,1,11,,,,delete,
80094,Environmental Racism,1,26,Environment,keyword_match,medium,merge_to_canonical,7036.0
80095,Podcast,1,4,,,,delete,
80096,Colleges and Universities,8,37,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
80097,political parties,3,15,,,,delete,
80098,climate crisis,15,98,Climate Change,keyword_match,medium,merge_to_canonical,6841.0
80099,moratorium,2,5,,,,delete,
80100,homeowner protection,2,32,Housing,keyword_match,medium,merge_to_canonical,7201.0
80101,Republican Conference,2,11,,,,delete,
80102,New York State Veterans Hall of Fame,5,9,Veterans,keyword_match,medium,merge_to_canonical,7691.0
80103,Rental Assistance,7,50,,,,delete,
80104,Mortgage Forbearance,3,17,,,,delete,
80105,Juneteenth,6,23,,,,delete,
80106,Vegetarians,1,9,,,,delete,
80107,Vegans,1,10,,,,delete,
8011,Open Government,20,258,Ethics,keyword_match,medium,merge_to_canonical,7051.0
8016,Human Trafficking,36,221,Civil Rights,keyword_match,medium,merge_to_canonical,6831.0
80186,Benefit Banking,1,7,Finance,keyword_match,medium,merge_to_canonical,7081.0
80192,50-a of Civil Rights Law,3,47,Criminal Justice Reform,keyword_match,medium,merge_to_canonical,8546.0
80195,OPWDD; PPE; CARES Act,1,28,,,,delete,
80199,facial recognition,9,68,,,,delete,
80200,mortgage moratorium,0,5,,,,delete,
80201,stable housing,1,9,Housing,keyword_match,medium,merge_to_canonical,7201.0
80207,homeowner protections,6,40,Housing,keyword_match,medium,merge_to_canonical,7201.0
8021,MMA,8,21,,,,delete,
80211,Senator John J Marchi Memorial Athletic Scholarship,2,5,,,,delete,
80212,Award,2,9,,,,delete,
80213,Athletic Scholarship,1,7,,,,delete,
80214,West Islip,1,4,,,,delete,
80241,Rent Strikes,1,9,Tenant Rights,keyword_match,medium,merge_to_canonical,61615.0
80242,Rent relief,21,154,Tenant Rights,keyword_match,medium,merge_to_canonical,61615.0
80243,Phase 3,1,6,,,,delete,
80244,Reopening Long Island,1,6,,,,delete,
80245,Hurricane Season,3,13,,,,delete,
80246,Freedom of Speech,7,32,,,,delete,
80247,Censorship,2,23,,,,delete,
80248,BLM,3,156,,,,delete,
80249,federal aid,5,33,,,,delete,
80250,grants for nonprofits,4,18,,,,delete,
8026,Animals,25,332,Animal Welfare,keyword_match,medium,merge_to_canonical,9462.0
80263,Executive Powers,6,42,,,,delete,
80264,Social Gatherings,1,6,,,,delete,
80265,Achiezer,1,3,,,,delete,
80266,Five Towns,11,6,,,,delete,
80269,gateway plaza,1,3,,,,delete,
80271,United Health Plan,1,6,Health Care,keyword_match,medium,merge_to_canonical,7166.0
80273,Travel Quarantine Policy,2,12,,,,delete,
80274,Seneca Nation,10,16,,,,delete,
80275,Cheer For Senior Year,1,2,,,,delete,
80276,COVID-19 Line of Duty Bill,1,8,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
80277,S8427,2,1,,,,delete,
80278,Business Interruption Insurance,2,6,Insurance,keyword_match,medium,merge_to_canonical,7236.0
80279,S8211A,2,1,,,,delete,
80280,Meal Distribution,3,6,,,,delete,
80281,S8644,2,5,,,,delete,
80282,New York City Truth in Budgeting Act,2,3,,,,delete,
80283,Tenant Safe Harbor Act,1,12,,,,delete,
80284,Evictions,7,38,Tenant Rights,keyword_match,medium,merge_to_canonical,61615.0
80297,Data Sales Tax,1,6,Taxes,keyword_match,medium,merge_to_canonical,7626.0
80298,Community-Based Social Distancing Enforcement,1,8,,,,delete,
8031,NY Rising,5,26,,,,delete,
80337,face mask,3,25,,,,delete,
80350,SUNY Geneseo,2,1,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
80358,Healthy Terminals Act,3,2,,,,delete,
8036,Sandy,9,20,,,,delete,
80362,gardening,5,22,,,,delete,
80363,gardeners,1,5,,,,delete,
80364,Abuse Prevention,6,35,,,,delete,
80366,70 Mulberry Street,2,6,,,,delete,
80367,Coronavirus Pandemic; COVID-19; Small Businesses; Unemployment,3,35,COVID-19 Pandemic,semicolon_first_term_keyword,medium,merge_to_canonical,78756.0
80368,nys government,6,73,,,,delete,
80369,COVID-19; HEAP; Health Insurance; PPE,1,8,COVID-19 Pandemic,semicolon_first_term_seed,high,merge_to_canonical,78756.0
80370,COVID-19; Coronavirus; Police Reform,1,22,COVID-19 Pandemic,semicolon_first_term_seed,high,merge_to_canonical,78756.0
80376,Cardiovascular Testing,10,15,,,,delete,
80382,Department of Labor; COVID-19; Unemployment; Data Breach; Consumer Protection,2,47,Labor,semicolon_first_term_keyword,medium,merge_to_canonical,7286.0
80384,polar plunge,1,4,,,,delete,
80385,life guards,1,2,,,,delete,
8041,Heroin,22,98,Opioid & Substance Use,keyword_match,medium,merge_to_canonical,
80415,elks lodge,1,3,,,,delete,
80423,S8617,2,6,,,,delete,
8046,EMS,41,89,,,,delete,
80461,ROPS,2,2,,,,delete,
80480,ETPA,1,2,,,,delete,
80481,Hazard Pay,1,13,,,,delete,
80482,School Reopening Plan,2,36,Education,keyword_match,medium,merge_to_canonical,7001.0
80508,St. Paul's United Methodist Church,1,0,,,,delete,
8051,Tax Cap,14,104,Taxes,keyword_match,medium,merge_to_canonical,7626.0
80510,Pet Food Drive,5,13,,,,delete,
80511,COVID-19 Antibody Testing,21,63,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
80531,School mascots,2,6,Education,keyword_match,medium,merge_to_canonical,7001.0
80532,Team mascots,2,5,,,,delete,
80533,bar exam,6,14,,,,delete,
80534,diploma privileges,2,8,,,,delete,
80535,online learning,2,12,,,,delete,
80536,Residential Care Facilities,2,5,,,,delete,
80552,Care Center at Sunset Lake,2,2,,,,delete,
80554,NGSP grants,1,2,,,,delete,
80555,Shuls,2,3,,,,delete,
80556,security funding,1,3,,,,delete,
80558,LATFOR,14,4,,,,delete,
80559,Independent redistricting,4,14,Elections,keyword_match,medium,merge_to_canonical,7011.0
8056,Equal Pay,25,194,Women's Rights,keyword_match,medium,merge_to_canonical,9128.0
80560,homelessness prevention,14,115,Homelessness,keyword_match,medium,merge_to_canonical,10068.0
80576,Raise The Age Reform,3,4,Criminal Justice Reform,keyword_match,medium,merge_to_canonical,8546.0
80577,COVID Rent Relief Program,8,64,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
80578,Emergency Rent Relief Act of 2020,2,9,Tenant Rights,keyword_match,medium,merge_to_canonical,61615.0
80579,HCR,4,4,,,,delete,
80581,Protecting New Yorkers’ Rights,1,9,,,,delete,
80582,Helping Struggling Renters and Homeowners,2,12,Housing,keyword_match,medium,merge_to_canonical,7201.0
80583,Supporting New York Workers & Businesses,1,3,,,,delete,
80584,Combating COVID-19 and Protecting New Yorkers' Health,37,154,Health Care,keyword_match,medium,merge_to_canonical,7166.0
80585,COVID-19 and the MTA,9,16,MTA,keyword_match,medium,merge_to_canonical,9222.0
80586,Residential Health Care Facilities and COVID-19,1,1,Health Care,keyword_match,medium,merge_to_canonical,7166.0
80587,Elections in a Pandemic: A Review of the 2020 Primaries,2,12,Elections,keyword_match,medium,merge_to_canonical,7011.0
80588,How COVID-19 Has Impacted Higher Education,4,12,Education,keyword_match,medium,merge_to_canonical,7001.0
80589,COVID-19 and its impact on workers and hospitals,1,6,Health Care,keyword_match,medium,merge_to_canonical,7166.0
8061,CHIPS,34,47,,,,delete,
80615,NYC Open Restaurants program,3,9,,,,delete,
80616,S8270,1,4,,,,delete,
80617,student stars,1,1,Education,keyword_match,medium,merge_to_canonical,7001.0
80619,2022,3,27,,,,delete,
80627,tenant associations,1,11,,,,delete,
80631,Chautauqua Lake,2,5,,,,delete,
80632,Harmful Algal Blooms (HABs),9,9,,,,delete,
80633,Army Corps of Engineers,1,2,,,,delete,
80634,Coronavirus Pandemic; COVID-19; Small Business; Reopening,19,63,COVID-19 Pandemic,semicolon_first_term_keyword,medium,merge_to_canonical,78756.0
80636,school building reopening,1,16,Education,keyword_match,medium,merge_to_canonical,7001.0
80637,catholic schools,3,8,Education,keyword_match,medium,merge_to_canonical,7001.0
80648,Uniondale Public Library,2,1,Libraries,keyword_match,medium,merge_to_canonical,8131.0
80650,Neighborhood Cleanup,5,25,,,,delete,
80655,Substance Use Disorder,7,30,Opioid & Substance Use,keyword_match,medium,merge_to_canonical,
80657,Consumer Credit Fairness Act,5,27,,,,delete,
8066,Resiliency; Storms; Manhattan,2,18,,,,delete,
80664,Rockaways,3,3,,,,delete,
80667,Child Welfare,2,23,,,,delete,
80668,Kinship Care,2,7,,,,delete,
80673,harlem,6,2,,,,delete,
80675,rent assistance,2,22,Tenant Rights,keyword_match,medium,merge_to_canonical,61615.0
80681,unemployment; small business; COVID-19; coronavirus,1,23,Jobs & Employment,semicolon_first_term_seed,high,merge_to_canonical,7261.0
80682,Excelsior Scholarship Program,2,10,,,,delete,
80690,cure violence,2,7,,,,delete,
80691,Hudson Valley and Catskills,1,4,,,,delete,
80694,anti-chokehold,1,14,,,,delete,
80695,false reporting,1,4,,,,delete,
80709,imitation guns,2,35,Gun Control,keyword_match,medium,merge_to_canonical,7141.0
8071,Freeport Armory,3,8,,,,delete,
80710,Coronavirus Pandemic; COVID-19; State Government,1,19,COVID-19 Pandemic,semicolon_first_term_keyword,medium,merge_to_canonical,78756.0
80712,AVR,3,2,,,,delete,
80713,End the School to Prison Pipeline,1,21,Education,keyword_match,medium,merge_to_canonical,7001.0
80714,Black Children Matter,1,25,Children,keyword_match,medium,merge_to_canonical,6816.0
80715,Raise The Floor,1,2,,,,delete,
80716,South Asian Community,3,3,,,,delete,
80717,Combating COVID-19 and Protecting New Yorkers' Health; federal government;,1,31,Health Care,semicolon_first_term_keyword,medium,merge_to_canonical,7166.0
80721,Strategic Lawsuits Against Public Participation,2,5,,,,delete,
80722,free speech,5,22,,,,delete,
80723,SLAPP,3,2,,,,delete,
80725,#DefundPolice  POLICE SAFETY  COMMUNITY ENGAGEMENT  CIVIC ENGAGEMENT,2,330,Community Development,keyword_match,medium,merge_to_canonical,6856.0
80726,diploma privilege,5,7,,,,delete,
80727,Comprehensive Broadband Connectivity Act,8,61,Telecommunications,keyword_match,medium,merge_to_canonical,7631.0
80728,School Board Elections,4,19,Education,keyword_match,medium,merge_to_canonical,7001.0
80729,School Wards,1,1,Education,keyword_match,medium,merge_to_canonical,7001.0
80730,noose,1,1,,,,delete,
80731,swastika,2,1,,,,delete,
80732,Port Washington Water District,1,0,,,,delete,
80733,Water Filtration,1,3,,,,delete,
80734,The Morley Park treatment facility,1,0,,,,delete,
80735,Open Restaurants Program,1,7,,,,delete,
80736,S6430,1,1,,,,delete,
80737,Subway Accessibility,6,0,Transportation,keyword_match,medium,merge_to_canonical,7656.0
80738,Pronto Long Island,1,1,,,,delete,
80739,Helping New Yorkers and Businesses,2,9,,,,delete,
80740,cell towers,6,19,,,,delete,
80741,consturction,0,0,,,,delete,
80742,Panama Central School District,3,0,Education,keyword_match,medium,merge_to_canonical,7001.0
80743,food packaging,1,9,,,,delete,
80744,Cell Coverage,5,10,,,,delete,
80745,Palisades Interstate Parkway,1,2,,,,delete,
80746,covid,6,34,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
80747,New York Harbor,1,1,,,,delete,
80751,Evs,1,2,,,,delete,
80752,EV Access,1,1,,,,delete,
80753,Public Charging Facilities,6,8,,,,delete,
80754,NYS education,4,63,Education,keyword_match,medium,merge_to_canonical,7001.0
80755,Broadband Coverage,6,24,Telecommunications,keyword_match,medium,merge_to_canonical,7631.0
80756,Telecommuting,1,11,,,,delete,
80757,paycheck,1,5,,,,delete,
8076,Jamaica Community,2,7,,,,delete,
80766,Coronavirus Pandemic; COVID-19; barbershops; hair salons,3,11,COVID-19 Pandemic,semicolon_first_term_keyword,medium,merge_to_canonical,78756.0
80807,Court of Claims;,1,6,,,,delete,
80808,Sandra Wilson,2,1,,,,delete,
80809,WARN Act,1,2,,,,delete,
8081,cancer,25,132,Health Care,keyword_match,medium,merge_to_canonical,7166.0
80810,layoffs,1,6,,,,delete,
80811,Combating COVID-19 and Protecting New Yorkers,62,309,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
80812,Veteran Suicide Awareness,2,7,,,,delete,
80813,Coal Tar-Based Sealant Ban,1,1,,,,delete,
80816,Sandra Wilson; Spring Valley,1,1,,,,delete,
80817,Pearl River,2,1,,,,delete,
80818,Building Aid,1,7,,,,delete,
80819,City of Port Jervis,7,0,,,,delete,
80820,Coronavirus Pandemic; Gyms & Fitness Centers; Small Businesses,2,7,COVID-19 Pandemic,semicolon_first_term_keyword,medium,merge_to_canonical,78756.0
80821,Business Climate,11,20,,,,delete,
80822,Environmental,9,52,Environment,keyword_match,medium,merge_to_canonical,7036.0
80823,Alienation,4,7,,,,delete,
80824,Maternity,3,4,,,,delete,
80825,Racial Statistics,1,3,,,,delete,
80827,Women in Technology,2,7,Technology Policy,keyword_match,medium,merge_to_canonical,
80828,Economic Assistance,4,15,,,,delete,
80829,Curriculum,8,16,,,,delete,
80830,Blue Laws,3,10,,,,delete,
80831,ABC Law,11,9,,,,delete,
80832,Personal Property,2,15,,,,delete,
80833,Tax Exemption,7,27,Taxes,keyword_match,medium,merge_to_canonical,7626.0
80834,Small Business Loans,2,2,Small Business,keyword_match,medium,merge_to_canonical,7561.0
80835,Small Business Financing,1,2,Small Business,keyword_match,medium,merge_to_canonical,7561.0
80836,heart disease,3,2,,,,delete,
80837,Fire Marshall,4,4,,,,delete,
80838,Teleworking,6,38,,,,delete,
80839,Marriage Licence,1,2,,,,delete,
80841,Mother,1,1,,,,delete,
80842,Veteran Agencies,1,9,,,,delete,
80843,Veteran Services,3,12,,,,delete,
80844,Protecting our Veterans,1,16,Veterans,keyword_match,medium,merge_to_canonical,7691.0
80845,College Students,10,33,Education,keyword_match,medium,merge_to_canonical,7001.0
80846,Medicaid Compliance,1,10,Medicaid,keyword_match,medium,merge_to_canonical,7331.0
80848,Job Development,5,7,,,,delete,
80849,Job Support,2,2,,,,delete,
80850,Business Navigation,1,2,,,,delete,
80851,Kitchen Incubators,2,0,,,,delete,
80852,Small Business Tax Relief,6,22,Small Business,keyword_match,medium,merge_to_canonical,7561.0
80853,Sexual Harassment Training,2,5,Women's Rights,keyword_match,medium,merge_to_canonical,9128.0
80854,Small Business Savings,3,1,Small Business,keyword_match,medium,merge_to_canonical,7561.0
80855,small business incentives,2,2,Small Business,keyword_match,medium,merge_to_canonical,7561.0
80856,Chambers of Commerce,3,12,Small Business,keyword_match,medium,merge_to_canonical,7561.0
80857,Sheriff,3,4,,,,delete,
80858,Deputy Sheriff,3,1,,,,delete,
80859,Retirement Benefits,11,45,Civil Service & Pensions,keyword_match,medium,merge_to_canonical,
8086,Homeless,23,235,Homelessness,keyword_match,medium,merge_to_canonical,10068.0
80860,License Plate,2,14,Transportation,keyword_match,medium,merge_to_canonical,7656.0
80861,9/11 Remembrance,18,17,Public Safety,keyword_match,medium,merge_to_canonical,8316.0
80862,5G,5,29,,,,delete,
80863,Small-Cell Wireless,1,1,,,,delete,
80864,Environmental Impact,2,15,Environment,keyword_match,medium,merge_to_canonical,7036.0
80865,Wireless Technology,2,7,Technology Policy,keyword_match,medium,merge_to_canonical,
80866,Home Building,2,3,,,,delete,
80867,Property Tax Deduction,1,17,Taxes,keyword_match,medium,merge_to_canonical,7626.0
80868,Child Support Enforcement,2,17,,,,delete,
80869,Independent Contractor,1,3,,,,delete,
80870,Small Business Tax Reform,2,1,Small Business,keyword_match,medium,merge_to_canonical,7561.0
80871,Arts & Culture,10,18,Arts & Culture,seed_exact,high,already_canonical,80871.0
80872,Election Interference,2,5,Elections,keyword_match,medium,merge_to_canonical,7011.0
80873,Election Fraud,1,10,Elections,keyword_match,medium,merge_to_canonical,7011.0
80874,Election Participaton,1,7,Elections,keyword_match,medium,merge_to_canonical,7011.0
80875,College and Universities,5,26,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
80876,job innovation,3,21,,,,delete,
80877,public research,1,0,,,,delete,
80878,Runaway,1,1,,,,delete,
80892,Truth in Lending,1,3,,,,delete,
80894,Violence Prevention,3,6,,,,delete,
80895,Bias,5,27,,,,delete,
80896,Business Awareness,3,5,,,,delete,
80897,Divorce,4,17,,,,delete,
80898,Matrimony,2,2,,,,delete,
80899,OCA,2,3,,,,delete,
80900,Paired Testing,2,2,,,,delete,
80901,Criminal Investigations,2,30,Ethics,keyword_match,medium,merge_to_canonical,7051.0
80902,Aviation,2,2,,,,delete,
80903,Airport,7,9,,,,delete,
80904,House Impact,1,2,,,,delete,
80905,Noise Pollution,6,28,Environment,keyword_match,medium,merge_to_canonical,7036.0
80908,Charitable Organizations,4,14,,,,delete,
80909,Housing Authority,1,20,Housing,keyword_match,medium,merge_to_canonical,7201.0
8091,Industrial hemp agriculture manufacturing,8,88,Agriculture,keyword_match,medium,merge_to_canonical,6716.0
80910,Job Growth,6,27,,,,delete,
80911,College Loans,1,8,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
80912,Driver's Licence,5,14,,,,delete,
80913,Foreign Governments,1,1,,,,delete,
80914,Veteran Support,7,25,,,,delete,
80915,Sexual Abuse,6,14,,,,delete,
80916,Sexual Abuse Victims,6,9,,,,delete,
80917,Witness Protection,6,3,,,,delete,
80918,Victim Protection,6,4,,,,delete,
80919,Employee Leave,2,4,,,,delete,
80920,Daycare,7,17,Child Care,keyword_match,medium,merge_to_canonical,9530.0
80921,Family Support,5,8,,,,delete,
80922,maintenance project,1,0,,,,delete,
80923,homeowner's rights. federal shutdown,1,3,Housing,keyword_match,medium,merge_to_canonical,7201.0
80924,eviction protection,2,14,Tenant Rights,keyword_match,medium,merge_to_canonical,61615.0
80925,Capital Plan,1,0,,,,delete,
80926,Education; Combating Hate,3,15,Education,semicolon_first_term_seed,high,merge_to_canonical,7001.0
80927,D.C.J.S,2,6,,,,delete,
80928,Hearing Notice,1,2,,,,delete,
80929,Veteran Issues,4,24,,,,delete,
80930,Disabled Veteran,2,16,,,,delete,
80931,Business Protection,1,5,,,,delete,
80932,Litigation Financing,2,9,,,,delete,
80933,Contract Regulations,1,3,,,,delete,
80934,9/11 First Responder,11,27,Public Safety,keyword_match,medium,merge_to_canonical,8316.0
80935,Camping,1,1,,,,delete,
